im,lm,tp,tm,ct
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
10.0,0.0,0.75,0.5,Texture
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Occlusion
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Shadow
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
11.0,0.0,0.75,0.75,Texture
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Occlusion
12.0,0.0,0.75,1.0,Shadow
12.0,0.0,0.75,1.0,Shadow
12.0,0.0,0.75,1.0,Shadow
12.0,0.0,0.75,1.0,Shadow
12.0,0.0,0.75,1.0,Shadow
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
12.0,0.0,0.75,1.0,Texture
13.0,0.0,1.0,0.0,Occlusion
13.0,0.0,1.0,0.0,Occlusion
13.0,0.0,1.0,0.0,Occlusion
13.0,0.0,1.0,0.0,Shadow
13.0,0.0,1.0,0.0,Shadow
13.0,0.0,1.0,0.0,Shadow
13.0,0.0,1.0,0.0,Shadow
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
13.0,0.0,1.0,0.0,Texture
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Occlusion
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Shadow
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
14.0,0.0,1.0,0.5,Texture
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Occlusion
15.0,0.0,1.0,0.75,Shadow
15.0,0.0,1.0,0.75,Shadow
15.0,0.0,1.0,0.75,Shadow
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
15.0,0.0,1.0,0.75,Texture
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Occlusion
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Shadow
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
16.0,0.0,1.0,1.0,Texture
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Occlusion
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Shadow
17.0,0.25,0.0,0.0,Texture
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Occlusion
18.0,0.25,0.0,0.5,Shadow
18.0,0.25,0.0,0.5,Shadow
18.0,0.25,0.0,0.5,Shadow
18.0,0.25,0.0,0.5,Shadow
18.0,0.25,0.0,0.5,Shadow
18.0,0.25,0.0,0.5,Shadow
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Occlusion
19.0,0.25,0.0,0.75,Shadow
19.0,0.25,0.0,0.75,Shadow
19.0,0.25,0.0,0.75,Texture
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
